Manager Receipt Time,Category Outcome,Source Port,Destination Port,Bytes In,Bytes Out,Transport Protocol,Attacker Address,Target Address,Category Object
"Oct 23, 2019 12:03:37 AM",/Attempt,500,500,,,,10.244.34.1,41.65.3.98,/Host/Application/Service
"Oct 23, 2019 12:03:37 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.130.174,/Host/Application/Service
"Oct 23, 2019 12:03:37 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.205.226,/Host/Application/Service
"Oct 23, 2019 12:03:37 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.162.140,/Host/Application/Service
"Oct 23, 2019 12:03:40 AM",/Success,123,123,768,768,UDP,192.168.242.100,10.240.38.21,/Host/Application/Service
"Oct 23, 2019 12:03:43 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.203.234,/Host/Application/Service
"Oct 23, 2019 12:03:43 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.26.193,/Host/Application/Service
"Oct 23, 2019 12:03:50 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.33.73,/Host/Application/Service
"Oct 23, 2019 12:03:51 AM",/Attempt,500,500,,,,151.253.110.132,10.244.222.1,/Host/Resource
"Oct 23, 2019 12:03:51 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:03:51 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:03:51 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:03:51 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:03:51 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:03:52 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.19.234,/Host/Application/Service
"Oct 23, 2019 12:03:52 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.30.215,/Host/Application/Service
"Oct 23, 2019 12:03:52 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.33.251,/Host/Application/Service
"Oct 23, 2019 12:03:52 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.201.147,/Host/Application/Service
"Oct 23, 2019 12:04:01 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.11.64,/Host/Application/Service
"Oct 23, 2019 12:04:01 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.4.40,/Host/Application/Service
"Oct 23, 2019 12:04:01 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.146.137,/Host/Application/Service
"Oct 23, 2019 12:04:02 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.19.148,/Host/Application/Service
"Oct 23, 2019 12:04:03 AM",/Success,123,123,768,768,UDP,192.168.242.112,10.240.38.21,/Host/Application/Service
"Oct 23, 2019 12:04:09 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.203.235,/Host/Application/Service
"Oct 23, 2019 12:04:09 AM",/Attempt,500,500,,,,10.244.34.1,41.65.3.98,/Host/Application/Service
"Oct 23, 2019 12:04:09 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.33.239,/Host/Application/Service
"Oct 23, 2019 12:04:09 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.11.115,/Host/Application/Service
"Oct 23, 2019 12:04:10 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.27.172,/Host/Application/Service
"Oct 23, 2019 12:04:10 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.25.81,/Host/Application/Service
"Oct 23, 2019 12:04:17 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.139.138,/Host/Application/Service
"Oct 23, 2019 12:04:17 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.3.112,/Host/Application/Service
"Oct 23, 2019 12:04:17 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.130.74,/Host/Application/Service
"Oct 23, 2019 12:04:17 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.19.151,/Host/Application/Service
"Oct 23, 2019 12:04:17 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.139.122,/Host/Application/Service
"Oct 23, 2019 12:04:19 AM",/Attempt,500,500,,,,151.253.110.132,10.244.222.1,/Host/Resource
"Oct 23, 2019 12:04:19 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:04:25 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:04:25 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:04:25 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:04:25 AM",,500,500,,,,151.253.110.132,10.244.222.1,
"Oct 23, 2019 12:04:26 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.28.95,/Host/Application/Service
"Oct 23, 2019 12:04:27 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.15.193,/Host/Application/Service
"Oct 23, 2019 12:04:27 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.33.207,/Host/Application/Service
"Oct 23, 2019 12:04:27 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.240.2.225,/Host/Application/Service
"Oct 23, 2019 12:04:35 AM",/Success,123,123,768,768,UDP,192.168.242.226,10.240.138.21,/Host/Application/Service
"Oct 23, 2019 12:04:35 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.27.84,/Host/Application/Service
"Oct 23, 2019 12:04:35 AM",/Success,137,137,0,234,UDP,10.220.50.36,10.241.33.173,/Host/Application/Service
